1,0.06,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,140.00,20.00,120.00,120.00,120.00,140.00,540.00,440.00,120.00,60.00,80.00,20.00,60.00,120.00,120.00,20.00,200.00,120.00,120.00,40.00
75,0.72,0.45,0.85,0.79,0.88,1.78,0.85,0.79,1.07,22,22.0,462.00,528.00,132.00,132.00,132.00,132.00,66.00,132.00,132.00,88.00,396.00,132.00,572.00,132.00,132.00,22.00,66.00,44.00,132.00,22.00,44.00,176.00
76,0.74,2.85,3.86,7.93,8.79,2.85,8.48,3.38,10.70,21,23.0,138.00,138.00,575.00,138.00,46.00,138.00,575.00,138.00,138.00,115.00,138.00,23.00,138.00,506.00,138.00,552.00,138.00,138.00,138.00,138.00,23.00
77,0.73,2.85,3.86,1.79,1.69,2.85,1.75,3.38,1.69,22,22.0,66.00,132.00,132.00,132.00,462.00,110.00,132.00,132.00,132.00,22.00,132.00,132.00,418.00,462.00,132.00,132.00,132.00,132.00,22.00,66.00,22.00,110.00
78,0.71,2.85,3.86,1.79,1.69,2.85,1.75,3.38,1.69,22,22.0,132.00,462.00,110.00,132.00,242.00,132.00,440.00,462.00,132.00,528.00,110.00,132.00,132.00,132.00,66.00,132.00,132.00,44.00,132.00,132.00,22.00,484.00
79,0.68,2.85,3.86,1.79,1.69,2.85,1.75,3.38,1.69,22,22.0,132.00,132.00,110.00,132.00,132.00,22.00,154.00,110.00,110.00,66.00,132.00,44.00,132.00,132.00,44.00,550.00,132.00,132.00,132.00,22.00,132.00,66.00
80,0.73,2.85,3.86,1.79,1.69,2.85,1.75,3.38,1.69,22,22.0,418.00,132.00,22.00,550.00,132.00,22.00,44.00,132.00,132.00,132.00,22.00,110.00,440.00,44.00,484.00,66.00,132.00,132.00,44.00,132.00,418.00,88.00
81,0.71,2.85,3.86,1.79,1.69,2.85,1.75,3.38,1.69,22,22.0,22.00,44.00,132.00,132.00,132.00,528.00,154.00,132.00,550.00,132.00,484.00,66.00,22.00,132.00,484.00,132.00,132.00,132.00,154.00,132.00,132.00,440.00
82,0.75,2.85,3.86,1.79,1.69,2.85,1.75,3.38,1.69,22,22.0,66.00,132.00,22.00,132.00,132.00,528.00,132.00,242.00,132.00,132.00,440.00,22.00,110.00,132.00,66.00,550.00,132.00,506.00,484.00,132.00,110.00,44.00
83,0.72,0.62,0.70,17.85,16.86,0.62,17.47,0.66,16.86,21,23.0,414.00,138.00,69.00,138.00,46.00,138.00,138.00,460.00,598.00,138.00,69.00,138.00,138.00,138.00,138.00,138.00,575.00,138.00,138.00,437.00,138.00
84,0.72,0.62,0.70,17.85,16.86,0.62,17.47,0.66,16.86,21,23.0,138.00,552.00,138.00,138.00,115.00,23.00,138.00,23.00,138.00,46.00,23.00,138.00,138.00,138.00,92.00,69.00,138.00,138.00,138.00,138.00,23.00
85,0.73,0.62,0.70,17.85,16.86,0.62,17.47,0.66,16.86,21,23.0,138.00,138.00,138.00,138.00,138.00,138.00,138.00,138.00,138.00,23.00,138.00,115.00,138.00,138.00,138.00,138.00,138.00,460.00,138.00,483.00,138.00
86,0.71,0.62,0.70,17.85,16.86,0.62,17.47,0.66,16.86,21,23.0,138.00,138.00,23.00,138.00,552.00,529.00,69.00,138.00,138.00,575.00,138.00,138.00,138.00,138.00,575.00,92.00,23.00,138.00,138.00,506.00,460.00
87,0.71,0.62,0.70,17.85,16.86,0.62,17.47,0.66,16.86,21,23.0,92.00,138.00,138.00,23.00,138.00,23.00,552.00,460.00,552.00,138.00,115.00,575.00,23.00,23.00,138.00,138.00,46.00,115.00,138.00,552.00,391.00
88,0.74,0.62,0.70,17.85,16.86,0.62,17.47,0.66,16.86,21,23.0,23.00,138.00,138.00,69.00,23.00,23.00,138.00,115.00,575.00,138.00,138.00,138.00,506.00,138.00,138.00,575.00,138.00,138.00,138.00,138.00,138.00
89,0.75,0.62,0.70,17.85,16.86,0.62,17.47,0.66,16.86,21,23.0,575.00,138.00,92.00,161.00,138.00,138.00,138.00,138.00,552.00,138.00,230.00,575.00,460.00,23.00,138.00,138.00,138.00,138.00,138.00,138.00,138.00
90,0.75,0.62,0.70,17.85,16.86,0.62,17.47,0.66,16.86,21,23.0,138.00,460.00,138.00,138.00,138.00,23.00,575.00,138.00,138.00,138.00,138.00,23.00,138.00,138.00,138.00,138.00,138.00,460.00,138.00,552.00,138.00
91,0.76,0.62,0.70,17.85,16.86,0.62,17.47,0.66,16.86,21,23.0,138.00,23.00,138.00,46.00,23.00,138.00,23.00,138.00,138.00,23.00,138.00,851.00,69.00,23.00,138.00,483.00,483.00,138.00,115.00,138.00,138.00
92,0.75,6.22,6.96,0.69,0.54,6.22,0.62,6.63,0.54,22,22.0,418.00,110.00,44.00,44.00,132.00,132.00,132.00,22.00,110.00,132.00,132.00,132.00,132.00,132.00,132.00,132.00,550.00,132.00,132.00,132.00,88.00,462.00
93,0.74,6.22,6.96,0.69,0.54,6.22,0.62,6.63,0.54,22,22.0,132.00,110.00,132.00,22.00,44.00,88.00,132.00,440.00,154.00,132.00,22.00,132.00,88.00,132.00,132.00,132.00,132.00,440.00,110.00,44.00,154.00,132.00
94,0.77,6.22,6.96,0.69,0.54,6.22,0.62,6.63,0.54,22,22.0,132.00,22.00,528.00,132.00,132.00,132.00,132.00,44.00,132.00,440.00,132.00,110.00,572.00,110.00,132.00,132.00,110.00,418.00,22.00,132.00,22.00,550.00
95,0.76,6.22,6.96,0.69,0.54,6.22,0.62,6.63,0.54,22,22.0,66.00,528.00,88.00,132.00,132.00,132.00,132.00,506.00,44.00,22.00,132.00,110.00,132.00,132.00,22.00,66.00,66.00,132.00,132.00,132.00,132.00,132.00
96,0.75,6.22,6.96,0.69,0.54,6.22,0.62,6.63,0.54,22,22.0,66.00,132.00,132.00,88.00,22.00,110.00,132.00,66.00,132.00,132.00,374.00,572.00,132.00,132.00,88.00,110.00,132.00,814.00,22.00,132.00,44.00,66.00
97,0.75,6.22,6.96,0.69,0.54,6.22,0.62,6.63,0.54,22,22.0,132.00,132.00,132.00,88.00,132.00,132.00,132.00,132.00,484.00,462.00,132.00,462.00,132.00,132.00,440.00,22.00,132.00,1012.00,132.00,506.00,88.00,132.00
98,0.73,6.22,6.96,0.69,0.54,6.22,0.62,6.63,0.54,22,22.0,132.00,132.00,22.00,132.00,154.00,154.00,528.00,132.00,44.00,132.00,242.00,132.00,22.00,22.00,528.00,88.00,132.00,132.00,506.00,132.00,154.00,132.00
99,0.73,6.22,6.96,0.69,0.54,6.22,0.62,6.63,0.54,22,22.0,132.00,462.00,132.00,132.00,88.00,132.00,132.00,66.00,572.00,132.00,132.00,132.00,22.00,132.00,132.00,440.00,550.00,132.00,66.00,22.00,352.00,132.00
100,0.72,6.22,6.96,0.69,0.54,6.22,0.62,6.63,0.54,22,22.0,22.00,132.00,132.00,484.00,66.00,550.00,132.00,418.00,132.00,132.00,22.00,132.00,132.00,88.00,132.00,132.00,528.00,22.00,22.00,396.00,132.00,44.00
101,0.72,6.22,6.96,0.69,0.54,6.22,0.62,6.63,0.54,22,22.0,132.00,132.00,132.00,132.00,132.00,110.00,550.00,132.00,132.00,132.00,132.00,352.00,132.00,132.00,418.00,132.00,132.00,440.00,132.00,132.00,132.00,132.00
102,0.73,6.22,6.96,0.69,0.54,6.22,0.62,6.63,0.54,22,22.0,44.00,308.00,132.00,44.00,132.00,132.00,132.00,132.00,44.00,132.00,132.00,132.00,572.00,374.00,132.00,132.00,132.00,132.00,132.00,132.00,132.00,418.00
103,0.74,6.22,6.96,0.69,0.54,6.22,0.62,6.63,0.54,22,22.0,154.00,484.00,506.00,132.00,132.00,22.00,132.00,132.00,132.00,132.00,132.00,132.00,528.00,132.00,132.00,132.00,572.00,462.00,22.00,154.00,110.00,110.00
