1,0.05,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,120.00,60.00,400.00,120.00,120.00,380.00,120.00,120.00,440.00,120.00,120.00,420.00,120.00,140.00,380.00,120.00,40.00,120.00,120.00,60.00
2,0.04,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,380.00,480.00,120.00,400.00,420.00,120.00,120.00,480.00,520.00,120.00,480.00,60.00,120.00,120.00,60.00,120.00,120.00,120.00,120.00,460.00
3,0.09,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,120.00,120.00,120.00,520.00,60.00,80.00,120.00,20.00,120.00,80.00,100.00,400.00,120.00,120.00,120.00,120.00,80.00,120.00,120.00,120.00
4,0.09,1000000000.00,1000000000.00,2.72,2.51,3.14,1000000000.00,2.72,1000000000.00,21,21.0,21.00,525.00,126.00,126.00,21.00,126.00,126.00,126.00,357.00,105.00,126.00,21.00,126.00,420.00,126.00,126.00,525.00,126.00,420.00,84.00,126.00
5,0.07,1000000000.00,1000000000.00,2.72,2.51,3.14,1000000000.00,2.72,1000000000.00,21,21.0,126.00,21.00,126.00,42.00,483.00,525.00,1344.00,126.00,126.00,126.00,105.00,126.00,126.00,63.00,126.00,126.00,126.00,420.00,84.00,546.00,126.00
6,0.12,1000000000.00,1000000000.00,2.72,2.51,3.14,1000000000.00,2.72,1000000000.00,21,21.0,126.00,126.00,126.00,126.00,21.00,126.00,504.00,42.00,105.00,126.00,126.00,189.00,126.00,126.00,126.00,21.00,126.00,609.00,126.00,126.00,42.00
7,0.17,1.62,0.56,2.72,2.51,3.14,0.56,2.72,0.66,22,20.0,80.00,120.00,120.00,140.00,120.00,120.00,40.00,20.00,120.00,120.00,220.00,40.00,120.00,40.00,120.00,80.00,120.00,40.00,140.00,120.00,520.00,120.00
8,0.20,1.59,2.80,2.72,2.51,1.59,0.56,2.75,0.66,23,19.0,95.00,114.00,114.00,57.00,114.00,114.00,114.00,114.00,114.00,114.00,133.00,114.00,19.00,380.00,38.00,114.00,114.00,114.00,19.00,95.00,114.00,380.00,114.00
9,0.16,0.08,0.27,2.72,2.51,0.08,0.56,0.18,0.66,22,20.0,120.00,80.00,120.00,100.00,120.00,120.00,120.00,460.00,120.00,60.00,120.00,80.00,380.00,40.00,120.00,120.00,40.00,120.00,40.00,120.00,380.00,120.00
10,0.16,0.08,0.27,2.72,2.51,0.08,0.56,0.18,0.66,22,20.0,120.00,100.00,120.00,120.00,120.00,520.00,380.00,480.00,120.00,120.00,500.00,20.00,400.00,120.00,40.00,140.00,120.00,120.00,120.00,100.00,120.00,20.00
