1,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,100.00,60.00,120.00,120.00,120.00,100.00,40.00,120.00,40.00,100.00,80.00,60.00,120.00,60.00,440.00,60.00,120.00,500.00,400.00,120.00
2,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,80.00,460.00,120.00,420.00,460.00,20.00,120.00,20.00,120.00,360.00,120.00,500.00,120.00,100.00,120.00,120.00,140.00,440.00,120.00,480.00
3,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,80.00,80.00,40.00,420.00,20.00,120.00,440.00,380.00,120.00,120.00,120.00,400.00,120.00,120.00,120.00,40.00,120.00,120.00,120.00,80.00
4,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,120.00,120.00,260.00,120.00,20.00,500.00,120.00,20.00,400.00,120.00,460.00,120.00,120.00,500.00,120.00,120.00,20.00,120.00,100.00,120.00
5,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,120.00,140.00,120.00,80.00,120.00,120.00,340.00,120.00,40.00,120.00,120.00,40.00,60.00,320.00,80.00,20.00,120.00,120.00,60.00,120.00
6,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,40.00,60.00,660.00,120.00,480.00,340.00,60.00,100.00,120.00,60.00,120.00,400.00,120.00,120.00,120.00,40.00,120.00,360.00,20.00,120.00
7,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,80.00,120.00,120.00,120.00,20.00,120.00,120.00,40.00,120.00,20.00,120.00,60.00,120.00,400.00,500.00,120.00,100.00,120.00,120.00,120.00
8,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,120.00,140.00,120.00,500.00,120.00,120.00,100.00,120.00,120.00,120.00,120.00,20.00,120.00,120.00,40.00,120.00,120.00,360.00,40.00,60.00
9,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,60.00,440.00,20.00,40.00,460.00,500.00,80.00,60.00,120.00,20.00,120.00,120.00,440.00,460.00,140.00,120.00,120.00,120.00,460.00,120.00
10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,40.00,420.00,60.00,120.00,400.00,120.00,40.00,120.00,120.00,140.00,120.00,120.00,120.00,120.00,120.00,120.00,80.00,120.00,60.00,120.00
11,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,120.00,80.00,80.00,120.00,120.00,120.00,120.00,60.00,120.00,120.00,120.00,120.00,460.00,120.00,120.00,120.00,100.00,80.00,120.00,120.00
12,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,120.00,340.00,120.00,820.00,120.00,20.00,100.00,120.00,120.00,60.00,500.00,120.00,500.00,120.00,120.00,120.00,120.00,120.00,40.00,120.00
13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,120.00,120.00,120.00,120.00,120.00,80.00,80.00,120.00,60.00,120.00,20.00,120.00,120.00,80.00,120.00,20.00,120.00,120.00,40.00,120.00
14,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,20.00,120.00,120.00,160.00,120.00,120.00,20.00,120.00,120.00,120.00,80.00,120.00,120.00,120.00,400.00,140.00,20.00,20.00,100.00,60.00
15,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,120.00,520.00,120.00,120.00,120.00,120.00,100.00,500.00,120.00,120.00,120.00,120.00,320.00,120.00,20.00,20.00,20.00,120.00,100.00,80.00
16,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,120.00,120.00,60.00,120.00,60.00,120.00,120.00,120.00,500.00,120.00,400.00,120.00,20.00,120.00,420.00,120.00,80.00,120.00,400.00,20.00
17,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,120.00,120.00,120.00,80.00,120.00,120.00,100.00,80.00,480.00,120.00,200.00,120.00,60.00,120.00,120.00,120.00,420.00,120.00,500.00,120.00
18,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,120.00,120.00,100.00,60.00,340.00,120.00,120.00,100.00,120.00,120.00,120.00,120.00,120.00,60.00,140.00,40.00,440.00,120.00,120.00,100.00
19,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,120.00,120.00,80.00,120.00,20.00,80.00,120.00,120.00,120.00,480.00,120.00,120.00,20.00,20.00,120.00,120.00,120.00,480.00,120.00,120.00
20,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,20.00,120.00,500.00,120.00,120.00,120.00,120.00,140.00,120.00,100.00,380.00,120.00,60.00,120.00,120.00,120.00,100.00,120.00,120.00,120.00
21,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,20.00,480.00,120.00,120.00,80.00,120.00,280.00,120.00,120.00,320.00,20.00,120.00,20.00,120.00,440.00,120.00,120.00,120.00,100.00,20.00
