1,0.05,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,400.00,40.00,120.00,120.00,20.00,120.00,100.00,120.00,20.00,120.00,20.00,120.00,120.00,20.00,60.00,60.00,120.00,480.00,500.00,120.00
2,0.06,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,100.00,20.00,120.00,120.00,120.00,120.00,120.00,120.00,500.00,20.00,20.00,120.00,120.00,120.00,60.00,120.00,120.00,40.00,520.00,120.00
3,0.12,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,60.00,120.00,120.00,120.00,120.00,20.00,520.00,120.00,120.00,120.00,120.00,80.00,120.00,120.00,120.00,120.00,120.00,120.00,80.00,120.00
4,0.17,1000000000.00,1000000000.00,0.31,0.39,0.45,1000000000.00,0.31,1000000000.00,21,21.0,126.00,126.00,126.00,147.00,126.00,21.00,126.00,21.00,126.00,420.00,126.00,336.00,84.00,126.00,126.00,126.00,126.00,126.00,42.00,126.00,147.00
5,0.23,1.29,0.91,0.31,0.39,0.45,0.91,0.31,0.78,22,22.0,132.00,132.00,484.00,132.00,132.00,132.00,132.00,44.00,704.00,44.00,88.00,990.00,132.00,154.00,154.00,22.00,132.00,132.00,528.00,132.00,572.00,132.00
6,0.22,1.42,0.52,0.31,0.39,0.45,0.52,0.31,0.49,23,21.0,63.00,126.00,126.00,126.00,126.00,126.00,21.00,42.00,126.00,126.00,126.00,126.00,126.00,126.00,126.00,672.00,84.00,126.00,126.00,63.00,63.00,126.00,126.00
7,0.27,1.42,0.52,0.31,0.39,0.45,0.52,0.31,0.49,23,21.0,126.00,126.00,42.00,147.00,126.00,126.00,147.00,525.00,504.00,126.00,126.00,420.00,126.00,105.00,126.00,147.00,126.00,126.00,126.00,126.00,63.00,126.00,105.00
8,0.29,1.77,9.63,3.10,3.90,1.77,5.17,3.02,4.95,24,22.0,374.00,88.00,506.00,44.00,88.00,132.00,132.00,132.00,110.00,572.00,66.00,132.00,132.00,132.00,22.00,132.00,506.00,132.00,418.00,484.00,44.00,132.00,132.00,550.00
9,0.34,0.21,0.08,3.10,3.90,1.77,0.08,3.02,0.02,23,21.0,126.00,336.00,42.00,483.00,126.00,126.00,21.00,126.00,105.00,126.00,42.00,126.00,147.00,126.00,126.00,126.00,420.00,126.00,441.00,21.00,126.00,126.00,126.00
10,0.36,0.21,0.08,2.42,39.72,6.17,0.08,2.42,0.02,22,20.0,80.00,120.00,120.00,100.00,420.00,120.00,120.00,340.00,120.00,120.00,20.00,500.00,320.00,100.00,120.00,120.00,60.00,60.00,500.00,120.00,120.00,120.00
11,0.38,2.13,0.84,0.46,0.62,0.59,0.84,0.46,0.23,23,19.0,114.00,114.00,114.00,361.00,19.00,114.00,114.00,342.00,114.00,494.00,114.00,133.00,475.00,475.00,114.00,95.00,38.00,114.00,475.00,114.00,114.00,19.00,114.00
12,0.40,0.89,0.95,4.62,6.19,0.89,8.39,1.27,2.26,22,20.0,380.00,120.00,460.00,540.00,120.00,80.00,340.00,60.00,440.00,480.00,120.00,400.00,120.00,120.00,100.00,500.00,100.00,120.00,120.00,120.00,120.00,120.00
13,0.45,0.89,0.95,0.21,0.33,0.89,0.24,1.27,0.33,23,19.0,57.00,114.00,114.00,114.00,114.00,114.00,38.00,114.00,76.00,38.00,361.00,76.00,95.00,95.00,361.00,38.00,114.00,114.00,380.00,114.00,95.00,114.00,114.00
14,0.46,177.12,7.27,0.21,0.33,177.12,0.24,9.91,0.33,24,18.0,108.00,414.00,108.00,108.00,108.00,108.00,72.00,18.00,450.00,108.00,108.00,108.00,450.00,18.00,72.00,108.00,108.00,450.00,360.00,342.00,396.00,72.00,108.00,414.00
