1,0.07,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,120.00,20.00,80.00,500.00,120.00,20.00,120.00,120.00,40.00,120.00,120.00,120.00,40.00,100.00,120.00,120.00,140.00,120.00,80.00,120.00
93,0.73,2.35,3.20,0.92,0.37,2.35,0.48,2.06,0.37,16,22.0,132.00,44.00,132.00,154.00,132.00,66.00,132.00,132.00,132.00,462.00,44.00,132.00,132.00,154.00,132.00,506.00
94,0.72,2.35,3.20,0.92,0.37,2.35,0.48,2.06,0.37,16,22.0,154.00,110.00,132.00,572.00,132.00,110.00,132.00,484.00,132.00,484.00,132.00,132.00,132.00,132.00,132.00,528.00
95,0.75,2.35,3.20,0.92,0.37,2.35,0.48,2.06,0.37,16,22.0,440.00,132.00,418.00,506.00,132.00,418.00,572.00,66.00,132.00,132.00,132.00,154.00,132.00,132.00,550.00,110.00
96,0.74,1.02,1.04,9.15,3.67,1.02,4.76,1.05,3.67,15,23.0,138.00,69.00,69.00,138.00,69.00,138.00,23.00,115.00,138.00,138.00,138.00,138.00,138.00,460.00,23.00
97,0.74,1.02,1.04,9.15,3.67,1.02,4.76,1.05,3.67,15,23.0,115.00,138.00,460.00,460.00,23.00,46.00,138.00,138.00,138.00,46.00,391.00,460.00,138.00,92.00,46.00
98,0.75,1.02,1.04,9.15,3.67,1.02,4.76,1.05,3.67,15,23.0,598.00,138.00,138.00,207.00,138.00,138.00,437.00,161.00,253.00,138.00,460.00,437.00,92.00,138.00,46.00
99,0.75,1.02,1.04,9.15,3.67,1.02,4.76,1.05,3.67,15,23.0,115.00,138.00,115.00,115.00,138.00,437.00,138.00,506.00,483.00,115.00,138.00,92.00,138.00,23.00,138.00
100,0.75,1.02,1.04,9.15,3.67,1.02,4.76,1.05,3.67,15,23.0,69.00,23.00,138.00,69.00,138.00,138.00,138.00,115.00,138.00,138.00,23.00,138.00,161.00,138.00,115.00
101,0.74,1.02,1.04,9.15,3.67,1.02,4.76,1.05,3.67,15,23.0,161.00,138.00,46.00,138.00,115.00,92.00,138.00,207.00,138.00,138.00,138.00,46.00,23.00,138.00,138.00
102,0.75,1.02,1.04,9.15,3.67,1.02,4.76,1.05,3.67,15,23.0,138.00,138.00,138.00,69.00,138.00,138.00,437.00,713.00,138.00,46.00,575.00,115.00,529.00,552.00,138.00
103,0.75,1.02,1.04,9.15,3.67,1.02,4.76,1.05,3.67,15,23.0,138.00,138.00,138.00,115.00,138.00,161.00,23.00,138.00,23.00,506.00,23.00,46.00,138.00,138.00,138.00
