1,0.04,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,60.00,80.00,40.00,120.00,120.00,120.00,40.00,120.00,500.00,120.00,100.00,120.00,440.00,120.00,80.00,100.00,120.00,120.00,80.00,120.00
2,0.06,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,140.00,120.00,120.00,480.00,40.00,140.00,120.00,500.00,40.00,100.00,120.00,120.00,120.00,120.00,320.00,120.00,120.00,460.00,120.00,80.00
3,0.07,10000000000.00,10000000000.00,2.47,1.70,1.70,10000000000.00,2.47,10000000000.00,21,19.0,114.00,114.00,133.00,475.00,57.00,380.00,114.00,114.00,114.00,38.00,437.00,114.00,114.00,19.00,494.00,114.00,76.00,114.00,57.00,114.00,114.00
4,0.07,10000000000.00,10000000000.00,2.47,1.70,1.70,10000000000.00,2.47,10000000000.00,21,19.0,57.00,114.00,114.00,114.00,114.00,57.00,114.00,114.00,114.00,114.00,38.00,114.00,19.00,38.00,114.00,95.00,114.00,114.00,114.00,114.00,76.00
5,0.10,10000000000.00,10000000000.00,2.47,1.70,1.70,10000000000.00,2.47,10000000000.00,21,19.0,114.00,95.00,114.00,57.00,114.00,475.00,38.00,114.00,114.00,114.00,114.00,114.00,456.00,114.00,114.00,95.00,114.00,475.00,437.00,76.00,114.00
6,0.13,0.29,0.21,2.47,1.70,0.29,10000000000.00,0.05,10000000000.00,20,18.0,108.00,108.00,108.00,108.00,252.00,36.00,108.00,108.00,108.00,108.00,54.00,108.00,432.00,108.00,198.00,108.00,108.00,108.00,108.00,414.00
7,0.11,0.29,0.21,15.06,3.40,1.86,10000000000.00,15.06,10000000000.00,19,17.0,102.00,102.00,102.00,85.00,102.00,408.00,102.00,68.00,272.00,102.00,102.00,102.00,102.00,102.00,51.00,102.00,102.00,17.00,102.00
8,0.10,0.29,0.21,15.06,3.40,1.86,10000000000.00,15.06,10000000000.00,19,17.0,119.00,102.00,102.00,272.00,102.00,102.00,119.00,34.00,68.00,102.00,102.00,119.00,102.00,102.00,102.00,85.00,34.00,102.00,408.00
9,0.12,0.29,0.21,15.06,3.40,1.86,10000000000.00,15.06,10000000000.00,19,17.0,51.00,102.00,374.00,102.00,68.00,102.00,357.00,425.00,119.00,34.00,102.00,425.00,102.00,102.00,34.00,51.00,85.00,85.00,102.00
10,0.15,0.29,0.21,15.06,3.40,1.86,10000000000.00,15.06,10000000000.00,19,17.0,102.00,119.00,85.00,425.00,102.00,102.00,425.00,102.00,102.00,102.00,17.00,102.00,102.00,102.00,102.00,102.00,102.00,51.00,17.00
11,0.16,2.91,2.08,4.95,5.56,9.13,100000000000.00,4.95,100000000000.00,18,16.0,16.00,400.00,96.00,320.00,16.00,96.00,96.00,64.00,80.00,48.00,384.00,96.00,32.00,96.00,96.00,96.00,96.00,96.00
12,0.18,2.91,2.08,0.91,0.88,0.88,100000000000.00,0.91,100000000000.00,19,15.0,90.00,360.00,90.00,90.00,90.00,90.00,45.00,60.00,90.00,90.00,90.00,90.00,360.00,15.00,90.00,240.00,90.00,90.00,90.00
13,0.20,0.06,0.10,9.10,8.82,0.06,1000000000000.00,0.10,1000000000000.00,18,14.0,84.00,56.00,84.00,322.00,266.00,14.00,84.00,14.00,84.00,266.00,84.00,84.00,14.00,84.00,378.00,84.00,84.00,42.00
14,0.22,0.06,0.10,2.42,2.14,3.62,1000000000000.00,2.42,1000000000000.00,17,13.0,78.00,26.00,78.00,65.00,78.00,78.00,78.00,13.00,78.00,299.00,13.00,78.00,52.00,78.00,78.00,221.00,78.00
15,0.21,0.56,1.03,0.23,0.57,0.44,10000000000000.00,0.23,10000000000000.00,18,12.0,24.00,312.00,72.00,72.00,72.00,72.00,72.00,12.00,72.00,72.00,24.00,36.00,72.00,24.00,72.00,72.00,72.00,72.00
16,0.20,0.56,1.03,0.23,0.57,0.44,10000000000000.00,0.23,10000000000000.00,18,12.0,72.00,36.00,72.00,264.00,72.00,36.00,288.00,48.00,72.00,72.00,72.00,72.00,12.00,72.00,312.00,72.00,24.00,72.00
17,0.20,0.56,1.03,0.23,0.57,0.44,10000000000000.00,0.23,10000000000000.00,18,12.0,72.00,72.00,24.00,24.00,72.00,72.00,60.00,300.00,84.00,252.00,48.00,12.00,288.00,72.00,24.00,72.00,48.00,72.00
18,0.22,0.56,1.03,0.23,0.57,0.44,10000000000000.00,0.23,10000000000000.00,18,12.0,72.00,24.00,48.00,60.00,72.00,72.00,72.00,72.00,72.00,264.00,60.00,300.00,72.00,72.00,300.00,48.00,72.00,24.00
19,0.26,0.56,1.03,0.23,0.57,0.44,10000000000000.00,0.23,10000000000000.00,18,12.0,72.00,252.00,36.00,36.00,300.00,72.00,24.00,72.00,312.00,72.00,24.00,60.00,72.00,72.00,180.00,72.00,48.00,240.00
20,0.24,2.32,1.57,2.33,5.71,2.32,100000000000000.00,4.09,100000000000000.00,17,11.0,11.00,66.00,275.00,11.00,66.00,33.00,66.00,11.00,231.00,44.00,209.00,66.00,264.00,55.00,33.00,66.00,11.00
