0.000000000000000000e+00,8.890000000000000679e-02,9.779999999999999805e-02,1.029000000000000054e-01,1.052000000000000018e-01,1.155999999999999944e-01,9.120000000000000329e-02,9.579999999999999627e-02,1.112999999999999962e-01,9.049999999999999711e-02,1.024000000000000049e-01
1.000000000000000000e+00,1.368000000000000049e-01,1.456999999999999962e-01,2.056000000000000050e-01,1.557999999999999940e-01,1.297000000000000097e-01,1.746999999999999942e-01,1.335999999999999965e-01,1.648999999999999910e-01,1.239999999999999991e-01,1.807999999999999885e-01
2.000000000000000000e+00,1.215999999999999998e-01,1.723000000000000087e-01,1.759999999999999898e-01,2.544000000000000150e-01,2.278999999999999915e-01,1.385000000000000120e-01,1.381999999999999895e-01,1.781999999999999973e-01,1.506000000000000116e-01,1.724999999999999867e-01
3.000000000000000000e+00,2.733999999999999764e-01,2.973000000000000087e-01,2.841000000000000192e-01,3.049999999999999933e-01,3.189000000000000168e-01,2.164999999999999980e-01,1.539999999999999980e-01,4.803000000000000047e-01,2.446000000000000119e-01,2.664000000000000257e-01
4.000000000000000000e+00,3.105999999999999872e-01,3.689000000000000057e-01,3.698000000000000176e-01,3.775000000000000022e-01,3.447999999999999954e-01,3.311000000000000054e-01,2.025000000000000133e-01,4.482999999999999763e-01,3.840999999999999970e-01,3.155999999999999917e-01
5.000000000000000000e+00,3.161999999999999811e-01,4.349000000000000088e-01,3.842999999999999750e-01,4.133000000000000007e-01,3.356000000000000094e-01,3.936999999999999944e-01,2.053000000000000103e-01,4.334999999999999964e-01,3.436000000000000165e-01,3.511000000000000232e-01
6.000000000000000000e+00,3.192999999999999727e-01,4.052000000000000046e-01,4.873000000000000109e-01,3.946999999999999953e-01,2.464999999999999969e-01,4.615000000000000213e-01,2.839999999999999747e-01,3.899000000000000243e-01,3.310000000000000164e-01,2.999999999999999889e-01
7.000000000000000000e+00,4.077000000000000068e-01,4.408000000000000251e-01,4.181000000000000272e-01,5.070000000000000062e-01,5.232999999999999874e-01,3.170999999999999930e-01,3.437000000000000055e-01,4.298000000000000154e-01,2.733999999999999764e-01,4.984000000000000097e-01
8.000000000000000000e+00,4.571000000000000063e-01,4.607999999999999874e-01,3.390000000000000235e-01,5.249000000000000332e-01,5.265999999999999570e-01,4.031000000000000139e-01,4.289000000000000035e-01,5.034999999999999476e-01,4.475999999999999979e-01,5.162999999999999812e-01
9.000000000000000000e+00,4.583999999999999742e-01,4.183000000000000052e-01,5.594000000000000083e-01,6.018000000000000016e-01,4.511000000000000010e-01,4.995999999999999885e-01,3.785000000000000031e-01,6.296000000000000485e-01,5.437999999999999501e-01,5.636999999999999789e-01
1.000000000000000000e+01,5.582000000000000295e-01,5.930999999999999606e-01,5.475999999999999757e-01,4.677999999999999936e-01,4.282000000000000250e-01,5.914000000000000368e-01,4.462999999999999745e-01,5.496999999999999664e-01,5.756000000000000005e-01,4.802000000000000157e-01
1.100000000000000000e+01,4.867000000000000215e-01,5.695000000000000062e-01,6.231999999999999762e-01,5.284999999999999698e-01,6.420000000000000151e-01,5.264999999999999680e-01,5.133999999999999675e-01,6.792000000000000259e-01,5.120000000000000107e-01,3.948999999999999733e-01
1.200000000000000000e+01,4.943000000000000171e-01,5.023999999999999577e-01,6.210999999999999854e-01,6.812000000000000277e-01,6.515999999999999570e-01,5.436999999999999611e-01,3.860999999999999988e-01,6.872000000000000330e-01,6.276000000000000467e-01,6.148000000000000131e-01
1.300000000000000000e+01,6.643999999999999906e-01,6.411999999999999922e-01,6.611000000000000210e-01,6.672000000000000153e-01,6.185000000000000497e-01,6.820000000000000506e-01,4.803000000000000047e-01,7.221999999999999531e-01,6.544999999999999707e-01,6.723000000000000087e-01
1.400000000000000000e+01,6.634999999999999787e-01,6.343999999999999639e-01,6.035000000000000364e-01,6.393999999999999684e-01,7.168999999999999817e-01,6.733999999999999986e-01,6.059999999999999831e-01,7.258000000000000007e-01,5.069000000000000172e-01,6.482999999999999874e-01
1.500000000000000000e+01,6.929999999999999494e-01,5.503000000000000114e-01,6.731000000000000316e-01,6.961000000000000520e-01,6.998999999999999666e-01,6.408000000000000362e-01,5.731000000000000538e-01,6.745999999999999774e-01,6.417000000000000481e-01,6.200999999999999845e-01
1.600000000000000000e+01,6.947999999999999732e-01,6.390000000000000124e-01,6.249000000000000110e-01,6.946999999999999842e-01,6.949999999999999512e-01,6.548000000000000487e-01,6.250000000000000000e-01,5.134999999999999565e-01,6.713000000000000078e-01,6.351999999999999869e-01
1.700000000000000000e+01,5.554000000000000048e-01,6.804999999999999938e-01,6.863000000000000211e-01,7.401999999999999691e-01,5.540000000000000480e-01,5.647999999999999687e-01,5.424999999999999822e-01,6.974000000000000199e-01,6.589000000000000412e-01,7.304000000000000492e-01
1.800000000000000000e+01,7.137000000000000011e-01,6.956999999999999851e-01,7.374000000000000554e-01,7.677000000000000490e-01,7.227000000000000091e-01,6.492999999999999883e-01,5.929999999999999716e-01,7.479999999999999982e-01,6.493999999999999773e-01,7.005000000000000115e-01
1.900000000000000000e+01,7.338000000000000078e-01,7.002000000000000446e-01,7.318000000000000060e-01,7.761000000000000121e-01,7.721999999999999975e-01,7.617000000000000437e-01,6.600000000000000311e-01,7.866999999999999549e-01,6.891000000000000458e-01,6.572999999999999954e-01
2.000000000000000000e+01,7.427000000000000268e-01,6.636999999999999567e-01,7.341999999999999638e-01,7.534999999999999476e-01,7.500999999999999890e-01,7.033000000000000362e-01,7.053000000000000380e-01,8.111000000000000432e-01,7.032000000000000473e-01,7.220999999999999641e-01
2.100000000000000000e+01,7.395000000000000462e-01,7.339999999999999858e-01,7.521999999999999797e-01,5.600000000000000533e-01,7.477000000000000313e-01,6.183999999999999497e-01,6.826999999999999735e-01,7.997999999999999554e-01,6.754000000000000004e-01,7.727000000000000535e-01
2.200000000000000000e+01,7.782999999999999918e-01,7.473999999999999533e-01,7.812999999999999945e-01,6.415999999999999481e-01,7.816999999999999504e-01,6.786999999999999700e-01,6.898999999999999577e-01,7.631000000000000005e-01,7.784999999999999698e-01,7.805999999999999606e-01
2.300000000000000000e+01,7.566000000000000503e-01,7.536000000000000476e-01,6.972000000000000419e-01,7.528000000000000247e-01,7.916999999999999593e-01,7.812999999999999945e-01,7.073000000000000398e-01,7.863999999999999879e-01,7.731000000000000094e-01,8.104000000000000092e-01
2.400000000000000000e+01,7.774999999999999689e-01,7.703999999999999737e-01,7.984999999999999876e-01,7.876999999999999558e-01,8.064999999999999947e-01,8.042000000000000259e-01,6.428000000000000380e-01,8.262000000000000455e-01,7.753999999999999782e-01,7.520000000000000018e-01
2.500000000000000000e+01,8.114000000000000101e-01,7.225000000000000311e-01,7.701999999999999957e-01,8.308999999999999719e-01,8.289999999999999591e-01,7.944999999999999840e-01,7.112000000000000544e-01,8.436000000000000165e-01,8.017999999999999572e-01,7.471999999999999753e-01
2.600000000000000000e+01,7.900000000000000355e-01,7.006000000000000005e-01,7.679000000000000270e-01,8.295000000000000151e-01,8.337999999999999856e-01,8.154000000000000137e-01,7.358000000000000096e-01,8.494000000000000439e-01,8.198999999999999622e-01,7.977999999999999536e-01
2.700000000000000000e+01,8.270999999999999464e-01,8.050000000000000488e-01,8.015999999999999792e-01,8.373000000000000442e-01,8.098999999999999533e-01,7.747000000000000552e-01,7.801000000000000156e-01,8.558999999999999941e-01,8.221000000000000529e-01,7.824999999999999734e-01
2.800000000000000000e+01,7.868000000000000549e-01,8.068999999999999506e-01,8.308999999999999719e-01,8.477999999999999980e-01,8.300999999999999490e-01,8.205999999999999961e-01,7.769000000000000350e-01,8.308999999999999719e-01,8.275000000000000133e-01,8.111000000000000432e-01
2.900000000000000000e+01,8.157999999999999696e-01,7.629000000000000226e-01,7.840000000000000302e-01,8.519999999999999796e-01,8.145000000000000018e-01,8.239999999999999547e-01,7.502999999999999670e-01,8.420999999999999597e-01,8.007999999999999563e-01,8.051000000000000378e-01
3.000000000000000000e+01,8.203000000000000291e-01,7.993000000000000105e-01,8.159999999999999476e-01,8.547000000000000153e-01,7.849000000000000421e-01,8.022000000000000242e-01,7.509000000000000119e-01,8.284000000000000252e-01,8.470999999999999641e-01,7.926999999999999602e-01
3.100000000000000000e+01,8.016999999999999682e-01,8.363000000000000433e-01,8.437000000000000055e-01,8.393000000000000460e-01,8.045999999999999819e-01,8.081000000000000405e-01,7.653999999999999693e-01,8.733999999999999542e-01,8.235000000000000098e-01,8.111000000000000432e-01
3.200000000000000000e+01,8.213000000000000300e-01,8.177999999999999714e-01,8.090000000000000524e-01,8.461999999999999522e-01,8.171000000000000485e-01,8.256000000000000005e-01,7.625999999999999446e-01,8.697000000000000286e-01,8.554000000000000492e-01,8.258999999999999675e-01
3.300000000000000000e+01,8.237999999999999767e-01,8.318999999999999728e-01,8.212000000000000410e-01,7.930000000000000382e-01,8.360999999999999543e-01,8.224000000000000199e-01,7.268999999999999906e-01,8.740999999999999881e-01,8.587000000000000188e-01,8.257999999999999785e-01
3.400000000000000000e+01,8.327999999999999847e-01,8.179999999999999494e-01,8.517000000000000126e-01,8.197999999999999732e-01,8.528000000000000025e-01,8.175000000000000044e-01,8.051000000000000378e-01,8.629000000000000004e-01,8.102000000000000313e-01,8.381999999999999451e-01
3.500000000000000000e+01,7.820000000000000284e-01,8.274000000000000243e-01,8.419999999999999707e-01,8.594000000000000528e-01,7.947999999999999510e-01,8.102000000000000313e-01,8.021000000000000352e-01,8.360999999999999543e-01,8.465000000000000302e-01,8.141000000000000458e-01
