0.000000000000000000e+00,9.030000000000000526e-02,8.859999999999999820e-02,1.010000000000000064e-01,1.024999999999999939e-01,1.039999999999999952e-01,1.086000000000000021e-01,1.019999999999999934e-01,9.220000000000000417e-02,9.520000000000000684e-02,1.071000000000000008e-01
1.000000000000000000e+00,1.254000000000000115e-01,1.801999999999999991e-01,1.443000000000000116e-01,1.313999999999999890e-01,1.199999999999999956e-01,1.358000000000000040e-01,1.333999999999999908e-01,1.668000000000000038e-01,1.736000000000000043e-01,1.628000000000000003e-01
2.000000000000000000e+00,1.539999999999999980e-01,1.579000000000000126e-01,1.608999999999999875e-01,1.912999999999999978e-01,2.484999999999999987e-01,1.632000000000000117e-01,1.260999999999999899e-01,2.444000000000000061e-01,1.769999999999999907e-01,2.528000000000000247e-01
3.000000000000000000e+00,2.503000000000000225e-01,2.409999999999999920e-01,2.250999999999999945e-01,3.648000000000000131e-01,2.654000000000000248e-01,2.636000000000000010e-01,3.000999999999999779e-01,2.899999999999999800e-01,2.561999999999999833e-01,3.487999999999999989e-01
4.000000000000000000e+00,3.509999999999999787e-01,3.612000000000000210e-01,2.518000000000000238e-01,4.188999999999999946e-01,3.990000000000000213e-01,3.836999999999999855e-01,3.805000000000000049e-01,3.844000000000000195e-01,4.204999999999999849e-01,3.297999999999999821e-01
5.000000000000000000e+00,3.600999999999999757e-01,2.681999999999999940e-01,3.610999999999999766e-01,4.804999999999999827e-01,3.846999999999999864e-01,4.057999999999999940e-01,3.778000000000000247e-01,3.580999999999999739e-01,4.258000000000000118e-01,3.815000000000000058e-01
6.000000000000000000e+00,3.615999999999999770e-01,3.709000000000000075e-01,4.190999999999999726e-01,3.443999999999999839e-01,4.020000000000000240e-01,3.648000000000000131e-01,4.400999999999999912e-01,3.472999999999999976e-01,4.063999999999999835e-01,5.329000000000000403e-01
7.000000000000000000e+00,3.309000000000000274e-01,4.153000000000000025e-01,2.579000000000000181e-01,3.436000000000000165e-01,5.322999999999999954e-01,4.219999999999999862e-01,4.072999999999999954e-01,4.033999999999999808e-01,3.952999999999999847e-01,4.863999999999999990e-01
8.000000000000000000e+00,4.219999999999999862e-01,4.803000000000000047e-01,3.810999999999999943e-01,5.469000000000000528e-01,4.430999999999999939e-01,5.078000000000000291e-01,4.023999999999999799e-01,4.863000000000000100e-01,5.866000000000000103e-01,3.740999999999999881e-01
9.000000000000000000e+00,4.789999999999999813e-01,5.282999999999999918e-01,4.425999999999999934e-01,5.486999999999999655e-01,5.133999999999999675e-01,5.259000000000000341e-01,5.010999999999999899e-01,3.900000000000000133e-01,5.273999999999999799e-01,5.111999999999999877e-01
